lam,trA,V_gcv,V_loo
1e-06,63.19030754062172,0.19153344304737627,0.15977693030019166
1.232846739442066e-06,61.43190530713842,0.18479495850905905,0.155881334726229
1.519911082952933e-06,59.66013241601729,0.17841505765734106,0.15219555677949198
1.873817422860383e-06,57.87999321558305,0.17239411146184494,0.14873465905630953
2.310129700083158e-06,56.097181545943435,0.16672857856633005,0.14550789551488408
2.848035868435805e-06,54.317890344817904,0.16140738338015767,0.14251701811515347
3.5111917342151275e-06,52.548484761920456,0.15641157896212515,0.13975524354252367
4.328761281083061e-06,50.79510316884196,0.1517167123605178,0.13720740772730014
5.336699231206313e-06,49.063270238320335,0.14729681689620244,0.1348514839187349
6.579332246575683e-06,47.357600776460224,0.14312873266689152,0.13266122616008774
8.111308307896873e-06,45.68164516758461,0.13919559336932777,0.13060937424054062
1e-05,44.037888841199255,0.1354887380061572,0.12867073731761353
1.2328467394420658e-05,42.427883272661425,0.1320078204591502,0.12682458217651132
1.5199110829529332e-05,40.852464493125915,0.12875931498975451,0.12505600252901478
1.873817422860383e-05,39.31200911695626,0.12575386485126214,0.12335620991967515
2.310129700083158e-05,37.80668350821801,0.12300301139263302,0.12172187673790621
2.8480358684358048e-05,36.336652720522096,0.12051583696537574,0.1201537629465935
3.511191734215127e-05,34.90222758164312,0.11829600805427828,0.11865490433504905
4.328761281083062e-05,33.50393914283425,0.11633962985430608,0.11722866909905225
5.3366992312063123e-05,32.142540267781314,0.1146342121964637,0.11587701386406797
6.579332246575683e-05,30.818945029077934,0.11315889522340605,0.11459927118108378
8.111308307896872e-05,29.534126747771914,0.11188590328995408,0.11339173966651057
0.0001,28.2890021875717,0.11078300954372808,0.11224819444037736
0.0001232846739442066,27.084329737130645,0.10981662711539629,0.11116120056645867
0.0001519911082952933,25.920642388416738,0.10895502550181196,0.11012386601781567
0.0001873817422860385,24.79822382471452,0.10817113608505825,0.1091315166355591
0.00023101297000831605,23.717122187951908,0.10744448229057205,0.10818279008174722
0.0002848035868435802,22.677185894921347,0.10676194154998571,0.10727982898955121
0.0003511191734215131,21.678102477975624,0.10611727857884716,0.10642753016706218
0.0004328761281083057,20.719425224714225,0.10550962752127095,0.1056320733037124
0.0005336699231206312,19.800580987777597,0.10494129485810313,0.10489912897171993
0.0006579332246575682,18.920862083144417,0.10441536924248766,0.10423219702155563
0.0008111308307896872,18.07941209188269,0.10393363351223275,0.10363145665403385
0.001,17.275217512447018,0.10349516901819031,0.10309334789639465
0.0012328467394420659,16.507114427485483,0.10309584404102944,0.10261089938291307
0.0015199110829529348,15.773813254784773,0.10272864376220009,0.1021746306043717
0.001873817422860385,15.073937892451925,0.10238460543983142,0.10177374521242186
0.0023101297000831605,14.406070819550068,0.10205402879731186,0.10139732361040828
0.002848035868435802,13.768794663147156,0.10172765151028329,0.10103530258487292
0.003511191734215131,13.160723440769177,0.10139757844064091,0.10067914780592567
0.004328761281083062,12.580521560064714,0.10105787356902635,0.10032222650237976
0.005336699231206312,12.026913244071435,0.10070481763379903,0.09995993950542706
0.006579332246575682,11.498687195284704,0.10033688327058182,0.09958967458366992
0.008111308307896872,10.994700257630681,0.0999544917968873,0.09921062143034354
0.01,10.513880626359922,0.09955961335350381,0.09882347173151418
0.012328467394420659,10.05522802274108,0.09915527205888136,0.09843003040209845
0.01519911082952933,9.617807281635914,0.09874502372400976,0.09803278187474002
0.01873817422860383,9.200733689590596,0.09833247777700967,0.09763447212076866
0.02310129700083158,8.803152092262465,0.09792092762574528,0.09723776832167273
0.028480358684358047,8.424215156704534,0.09751313134530135,0.09684504001178242
0.03511191734215135,8.063067381518776,0.09711125245891637,0.0964582754168346
0.043287612810830614,7.7188399020752,0.09671693867158672,0.09607911672275289
0.05336699231206313,7.390657636380273,0.09633149399165737,0.095708977857704
0.06579332246575682,7.077656440431678,0.09595609187201365,0.0953492021660189
0.08111308307896872,6.779005205211612,0.09559198425486322,0.09500122427742824
0.1,6.493927043321197,0.09524068028218212,0.09466671678931901
0.12328467394420659,6.221714804461491,0.09490409301191366,0.09434772300682484
0.1519911082952933,5.96173837200203,0.09458467583834655,0.09404679648490914
0.1873817422860383,5.713443562756003,0.09428558686447915,0.09376718212631457
0.23101297000831628,5.476344214551696,0.09401092680042462,0.09351308017341366
0.2848035868435805,5.250009904118843,0.09376609590134861,0.09329003504479425
0.35111917342151344,5.034051851306074,0.09355831262254706,0.09310548936481357
0.43287612810830617,4.828109347692383,0.09339733587556404,0.09296954366107237
0.5336699231206312,4.631838782028414,0.09329643604969379,0.09289596563585832
0.6579332246575682,4.444906775333839,0.09327366489780961,0.09290349737541684
0.8111308307896873,4.266987626362679,0.09335347420744668,0.09301750790487091
1.0,4.097763239219846,0.09356871456564014,0.09327201870728673
1.232846739442066,3.936921997805261,0.09396298575420237,0.09371206745622257
1.5199110829529332,3.784153338362051,0.0945931761756717,0.09439623569659648
1.873817422860383,3.6391377689729034,0.0955317885788301,0.09539891788540665
2.310129700083163,3.5015367363024743,0.09686830231874428,0.09681155436049707
2.848035868435805,3.370990221231695,0.09870843720808266,0.0987416651703932
3.5111917342151346,3.2471296412218122,0.10116992951326877,0.10130828292166286
4.328761281083062,3.1296087409911477,0.10437356180635154,0.10463255147378954
5.336699231206313,3.0181474043201155,0.10842895935817316,0.10882308338203675
6.5793322465756825,2.9125762331735445,0.11341616190740171,0.11395721822620158
8.111308307896872,2.8128665611674033,0.11936592336960712,0.12006128612555422
10.0,2.71913320736808,0.12624335442833923,0.12709459648247987
12.32846739442066,2.6316050150972172,0.13393995430870803,0.13494218877094336
15.199110829529332,2.5505680124551393,0.14227761007450987,0.14341977152481813
18.738174228603867,2.4762943639438064,0.15102499695028726,0.15229103206178146
23.10129700083163,2.408973964138471,0.15992315215323832,0.16129384190790272
28.48035868435805,2.3486632518068014,0.1687144105256944,0.17016940346507822
35.111917342151344,2.2952596434317143,0.17716842607399008,0.17868807166564252
43.287612810830616,2.2485024066160415,0.18510062402552216,0.18666732629396193
53.366992312063125,2.20799473503706,0.1923811638328756,0.19398015396496557
65.79332246575683,2.1732385432959567,0.19893509412911686,0.20055467102053404
81.11308307896873,2.143673850533839,0.20473605878501475,0.20636743658278922
100.0,2.1187156322402574,0.20979642012582006,0.21143334057324709
123.28467394420684,2.097784500426333,0.2141563460586194,0.21579459422487113
151.99110829529332,2.0803295339037957,0.21787363974628723,0.21951056038361086
187.38174228603867,2.0658428263028843,0.22101527876793534,0.22264934665088143
231.0129700083158,2.0538680009627037,0.2236510089624482,0.22528148078938842
